service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
25908410,0,0,0,0,0,0,0,20200115,20201231
25908456,0,0,0,0,0,1,0,20200118,20200404
25908459,0,0,0,0,0,1,0,20200118,20200404
25908537,0,0,0,0,0,1,0,20200118,20200404
25907641,0,0,0,0,0,0,1,20200119,20200405
25908050,1,1,1,1,1,0,0,20200115,20200221
25908453,0,0,0,0,0,1,0,20200118,20200404
25907703,1,1,1,1,1,0,0,20200224,20200226
25908051,1,1,1,1,1,0,0,20200227,20200327
25908450,0,0,0,0,0,1,0,20200118,20200404
25907710,1,1,1,1,1,0,0,20200224,20200226
25908062,1,1,1,1,1,0,0,20200115,20200221
25908063,1,1,1,1,1,0,0,20200227,20200327
25908056,1,1,1,1,1,0,0,20200115,20200221
25908057,1,1,1,1,1,0,0,20200227,20200327
25907551,0,0,0,0,0,0,1,20200119,20200405
25907554,0,0,0,0,0,0,1,20200119,20200405
25907969,1,1,1,1,1,0,0,20200224,20200226
25908038,1,1,1,1,1,0,0,20200115,20200221
25908068,1,1,1,1,1,0,0,20200115,20200221
25908044,1,1,1,1,1,0,0,20200115,20200221
25908284,1,1,1,1,1,0,0,20200115,20200221
25908278,1,1,1,1,1,0,0,20200115,20200221
25908462,0,0,0,0,0,1,0,20200118,20200404
25908447,0,0,0,0,0,1,0,20200118,20200404
25908540,0,0,0,0,0,1,0,20200118,20200404
25907962,1,1,1,1,1,0,0,20200224,20200226
25907941,1,1,1,1,1,0,0,20200224,20200226
25907717,1,1,1,1,1,0,0,20200224,20200226
25908039,1,1,1,1,1,0,0,20200227,20200327
25908069,1,1,1,1,1,0,0,20200227,20200327
25908045,1,1,1,1,1,0,0,20200227,20200327
25908279,1,1,1,1,1,0,0,20200227,20200327
25908285,1,1,1,1,1,0,0,20200227,20200327
25908411,0,0,0,0,0,0,0,20200115,20201231
25907557,0,0,0,0,0,0,1,20200119,20200405
25908080,1,1,1,1,1,0,0,20200115,20200221
25908495,0,0,0,0,0,1,0,20200118,20200404
25907724,1,1,1,1,1,0,0,20200224,20200226
25907731,1,1,1,1,1,0,0,20200224,20200226
25907696,1,1,1,1,1,0,0,20200224,20200226
25907857,1,1,1,1,1,0,0,20200224,20200226
25908081,1,1,1,1,1,0,0,20200227,20200327
25908409,0,0,0,0,0,0,0,20200115,20201231
25908445,0,0,0,0,0,0,0,20200115,20201231
25908412,0,0,0,0,0,0,0,20200115,20201231
25908471,0,0,0,0,0,1,0,20200118,20200404
25908477,0,0,0,0,0,1,0,20200118,20200404
25907560,0,0,0,0,0,0,1,20200119,20200405
25908413,0,0,0,0,0,0,0,20200115,20201231
25907626,0,0,0,0,0,0,1,20200119,20200405
25907955,1,1,1,1,1,0,0,20200224,20200226
25908086,1,1,1,1,1,0,0,20200115,20200221
25908074,1,1,1,1,1,0,0,20200115,20200221
25908098,1,1,1,1,1,0,0,20200115,20200221
25908110,1,1,1,1,1,0,0,20200115,20200221
25907794,1,1,1,1,1,0,0,20200224,20200226
25907738,1,1,1,1,1,0,0,20200224,20200226
25908111,1,1,1,1,1,0,0,20200227,20200327
25908099,1,1,1,1,1,0,0,20200227,20200327
25908075,1,1,1,1,1,0,0,20200227,20200327
25908087,1,1,1,1,1,0,0,20200227,20200327
25908266,1,1,1,1,1,0,0,20200115,20200221
25908429,0,0,0,0,0,0,0,20200115,20201231
25908431,0,0,0,0,0,0,0,20200115,20201231
25908465,0,0,0,0,0,1,0,20200118,20200404
25908507,0,0,0,0,0,1,0,20200118,20200404
25907620,0,0,0,0,0,0,1,20200119,20200405
25907608,0,0,0,0,0,0,1,20200119,20200405
25907614,0,0,0,0,0,0,1,20200119,20200405
25908267,1,1,1,1,1,0,0,20200227,20200327
25907563,0,0,0,0,0,0,1,20200119,20200405
25907593,0,0,0,0,0,0,1,20200119,20200405
25907602,0,0,0,0,0,0,1,20200119,20200405
25908414,0,0,0,0,0,0,0,20200115,20201231
25908468,0,0,0,0,0,1,0,20200118,20200404
25908122,1,1,1,1,1,0,0,20200115,20200221
25908182,1,1,1,1,1,0,0,20200115,20200221
25908176,1,1,1,1,1,0,0,20200115,20200221
25908480,0,0,0,0,0,1,0,20200118,20200404
25908498,0,0,0,0,0,1,0,20200118,20200404
25907913,1,1,1,1,1,0,0,20200224,20200226
25907815,1,1,1,1,1,0,0,20200224,20200226
25907885,1,1,1,1,1,0,0,20200224,20200226
25907850,1,1,1,1,1,0,0,20200224,20200226
25908177,1,1,1,1,1,0,0,20200227,20200327
25908183,1,1,1,1,1,0,0,20200227,20200327
25908123,1,1,1,1,1,0,0,20200227,20200327
25908092,1,1,1,1,1,0,0,20200115,20200221
25908093,1,1,1,1,1,0,0,20200227,20200327
25907801,1,1,1,1,1,0,0,20200224,20200226
25907745,1,1,1,1,1,0,0,20200224,20200226
25908242,1,1,1,1,1,0,0,20200115,20200221
25908510,0,0,0,0,0,1,0,20200118,20200404
25908243,1,1,1,1,1,0,0,20200227,20200327
25908415,0,0,0,0,0,0,0,20200115,20201231
25908437,0,0,0,0,0,0,0,20200115,20201231
25907623,0,0,0,0,0,0,1,20200119,20200405
25907581,0,0,0,0,0,0,1,20200119,20200405
25907587,0,0,0,0,0,0,1,20200119,20200405
25907566,0,0,0,0,0,0,1,20200119,20200405
25907572,0,0,0,0,0,0,1,20200119,20200405
25908104,1,1,1,1,1,0,0,20200115,20200221
25907752,1,1,1,1,1,0,0,20200224,20200226
25907759,1,1,1,1,1,0,0,20200224,20200226
25907766,1,1,1,1,1,0,0,20200224,20200226
25908105,1,1,1,1,1,0,0,20200227,20200327
25908116,1,1,1,1,1,0,0,20200115,20200221
25908140,1,1,1,1,1,0,0,20200115,20200221
25908188,1,1,1,1,1,0,0,20200115,20200221
25908170,1,1,1,1,1,0,0,20200115,20200221
25908194,1,1,1,1,1,0,0,20200115,20200221
25907906,1,1,1,1,1,0,0,20200224,20200226
25907808,1,1,1,1,1,0,0,20200224,20200226
25907822,1,1,1,1,1,0,0,20200224,20200226
25907780,1,1,1,1,1,0,0,20200224,20200226
25908117,1,1,1,1,1,0,0,20200227,20200327
25908195,1,1,1,1,1,0,0,20200227,20200327
25908171,1,1,1,1,1,0,0,20200227,20200327
25908189,1,1,1,1,1,0,0,20200227,20200327
25908141,1,1,1,1,1,0,0,20200227,20200327
25908416,0,0,0,0,0,0,0,20200115,20201231
25908501,0,0,0,0,0,1,0,20200118,20200404
25907569,0,0,0,0,0,0,1,20200119,20200405
25908421,0,0,0,0,0,0,0,20200115,20201231
25908417,0,0,0,0,0,0,0,20200115,20201231
25908474,0,0,0,0,0,1,0,20200118,20200404
25907773,1,1,1,1,1,0,0,20200224,20200226
25908418,0,0,0,0,0,0,0,20200115,20201231
25908483,0,0,0,0,0,1,0,20200118,20200404
25908492,0,0,0,0,0,1,0,20200118,20200404
25907920,1,1,1,1,1,0,0,20200224,20200226
25907575,0,0,0,0,0,0,1,20200119,20200405
25908134,1,1,1,1,1,0,0,20200115,20200221
25907878,1,1,1,1,1,0,0,20200224,20200226
25907787,1,1,1,1,1,0,0,20200224,20200226
25907836,1,1,1,1,1,0,0,20200224,20200226
25908135,1,1,1,1,1,0,0,20200227,20200327
25908419,0,0,0,0,0,0,0,20200115,20201231
25908128,1,1,1,1,1,0,0,20200115,20200221
25908152,1,1,1,1,1,0,0,20200115,20200221
25908153,1,1,1,1,1,0,0,20200227,20200327
25908129,1,1,1,1,1,0,0,20200227,20200327
25907578,0,0,0,0,0,0,1,20200119,20200405
25907584,0,0,0,0,0,0,1,20200119,20200405
25908420,0,0,0,0,0,0,0,20200115,20201231
25908486,0,0,0,0,0,1,0,20200118,20200404
25908422,0,0,0,0,0,0,0,20200115,20201231
25908146,1,1,1,1,1,0,0,20200115,20200221
25907864,1,1,1,1,1,0,0,20200224,20200226
25908147,1,1,1,1,1,0,0,20200227,20200327
25908489,0,0,0,0,0,1,0,20200118,20200404
25908423,0,0,0,0,0,0,0,20200115,20201231
25908432,0,0,0,0,0,0,0,20200115,20201231
25907843,1,1,1,1,1,0,0,20200224,20200226
25908424,0,0,0,0,0,0,0,20200115,20201231
25908158,1,1,1,1,1,0,0,20200115,20200221
25908164,1,1,1,1,1,0,0,20200115,20200221
25908165,1,1,1,1,1,0,0,20200227,20200327
25908159,1,1,1,1,1,0,0,20200227,20200327
25907590,0,0,0,0,0,0,1,20200119,20200405
25908212,1,1,1,1,1,0,0,20200115,20200221
25908218,1,1,1,1,1,0,0,20200115,20200221
25907829,1,1,1,1,1,0,0,20200224,20200226
25908213,1,1,1,1,1,0,0,20200227,20200327
25908219,1,1,1,1,1,0,0,20200227,20200327
25908425,0,0,0,0,0,0,0,20200115,20201231
25908434,0,0,0,0,0,0,0,20200115,20201231
25908534,0,0,0,0,0,1,0,20200118,20200404
25908435,0,0,0,0,0,0,0,20200115,20201231
25908426,0,0,0,0,0,0,0,20200115,20201231
25907596,0,0,0,0,0,0,1,20200119,20200405
25908427,0,0,0,0,0,0,0,20200115,20201231
25907599,0,0,0,0,0,0,1,20200119,20200405
25908428,0,0,0,0,0,0,0,20200115,20201231
25907605,0,0,0,0,0,0,1,20200119,20200405
25908504,0,0,0,0,0,1,0,20200118,20200404
25907611,0,0,0,0,0,0,1,20200119,20200405
25908430,0,0,0,0,0,0,0,20200115,20201231
25908200,1,1,1,1,1,0,0,20200115,20200221
25908201,1,1,1,1,1,0,0,20200227,20200327
25907871,1,1,1,1,1,0,0,20200224,20200226
25908206,1,1,1,1,1,0,0,20200115,20200221
25908207,1,1,1,1,1,0,0,20200227,20200327
25907892,1,1,1,1,1,0,0,20200224,20200226
25908433,0,0,0,0,0,0,0,20200115,20201231
25908439,0,0,0,0,0,0,0,20200115,20201231
25908528,0,0,0,0,0,1,0,20200118,20200404
25908224,1,1,1,1,1,0,0,20200115,20200221
25908236,1,1,1,1,1,0,0,20200115,20200221
25908237,1,1,1,1,1,0,0,20200227,20200327
25908225,1,1,1,1,1,0,0,20200227,20200327
25908519,0,0,0,0,0,1,0,20200118,20200404
25908513,0,0,0,0,0,1,0,20200118,20200404
25907899,1,1,1,1,1,0,0,20200224,20200226
25908230,1,1,1,1,1,0,0,20200115,20200221
25908231,1,1,1,1,1,0,0,20200227,20200327
25908516,0,0,0,0,0,1,0,20200118,20200404
25907617,0,0,0,0,0,0,1,20200119,20200405
25908248,1,1,1,1,1,0,0,20200115,20200221
25908249,1,1,1,1,1,0,0,20200227,20200327
25908436,0,0,0,0,0,0,0,20200115,20201231
25908272,1,1,1,1,1,0,0,20200115,20200221
25908260,1,1,1,1,1,0,0,20200115,20200221
25908522,0,0,0,0,0,1,0,20200118,20200404
25908525,0,0,0,0,0,1,0,20200118,20200404
25907934,1,1,1,1,1,0,0,20200224,20200226
25908261,1,1,1,1,1,0,0,20200227,20200327
25908273,1,1,1,1,1,0,0,20200227,20200327
25907927,1,1,1,1,1,0,0,20200224,20200226
25908438,0,0,0,0,0,0,0,20200115,20201231
25908531,0,0,0,0,0,1,0,20200118,20200404
25908254,1,1,1,1,1,0,0,20200115,20200221
25908255,1,1,1,1,1,0,0,20200227,20200327
25907638,0,0,0,0,0,0,1,20200119,20200405
25907629,0,0,0,0,0,0,1,20200119,20200405
25907632,0,0,0,0,0,0,1,20200119,20200405
25908440,0,0,0,0,0,0,0,20200115,20201231
25907635,0,0,0,0,0,0,1,20200119,20200405
25907689,1,1,1,1,1,0,0,20200224,20200226
25907976,1,1,1,1,1,0,0,20200224,20200226
25907983,1,1,1,1,1,0,0,20200224,20200226
25907948,1,1,1,1,1,0,0,20200224,20200226
25908441,0,0,0,0,0,0,0,20200115,20201231
25908442,0,0,0,0,0,0,0,20200115,20201231
25908443,0,0,0,0,0,0,0,20200115,20201231
25908446,0,0,0,0,0,0,0,20200115,20201231
25908290,1,1,1,1,1,0,0,20200115,20200221
25908444,0,0,0,0,0,0,0,20200115,20201231
25907644,0,0,0,0,0,0,1,20200119,20200405
25908291,1,1,1,1,1,0,0,20200227,20200327
25907647,0,0,0,0,0,0,1,20200119,20200405
25907548,0,0,0,0,0,0,1,20200119,20200405
25908543,0,0,0,0,0,1,0,20200118,20200404
25907650,0,0,0,0,0,0,1,20200119,20200405
25863143,1,1,1,1,1,0,0,20200115,20200221
25863144,1,1,1,1,1,0,0,20200227,20200327
25863155,1,1,1,1,1,0,0,20200115,20200221
25863156,1,1,1,1,1,0,0,20200227,20200327
25863161,1,1,1,1,1,0,0,20200115,20200221
25863162,1,1,1,1,1,0,0,20200227,20200327
25863167,1,1,1,1,1,0,0,20200115,20200221
25863168,1,1,1,1,1,0,0,20200227,20200327
25863173,1,1,1,1,1,0,0,20200115,20200221
25863185,1,1,1,1,1,0,0,20200115,20200221
25863149,1,1,1,1,1,0,0,20200115,20200221
25863150,1,1,1,1,1,0,0,20200227,20200327
25863186,1,1,1,1,1,0,0,20200227,20200327
25863174,1,1,1,1,1,0,0,20200227,20200327
25863179,1,1,1,1,1,0,0,20200115,20200221
25863180,1,1,1,1,1,0,0,20200227,20200327
25863191,1,1,1,1,1,0,0,20200115,20200221
25863203,1,1,1,1,1,0,0,20200115,20200221
25863204,1,1,1,1,1,0,0,20200227,20200327
25863192,1,1,1,1,1,0,0,20200227,20200327
25863197,1,1,1,1,1,0,0,20200115,20200221
25863198,1,1,1,1,1,0,0,20200227,20200327
25863215,1,1,1,1,1,0,0,20200115,20200221
25863216,1,1,1,1,1,0,0,20200227,20200327
25863221,1,1,1,1,1,0,0,20200115,20200221
25863311,1,1,1,1,1,0,0,20200115,20200221
25863312,1,1,1,1,1,0,0,20200227,20200327
25863222,1,1,1,1,1,0,0,20200227,20200327
25863227,1,1,1,1,1,0,0,20200115,20200221
25863239,1,1,1,1,1,0,0,20200115,20200221
25863240,1,1,1,1,1,0,0,20200227,20200327
25863228,1,1,1,1,1,0,0,20200227,20200327
25863233,1,1,1,1,1,0,0,20200115,20200221
25863209,1,1,1,1,1,0,0,20200115,20200221
25863257,1,1,1,1,1,0,0,20200115,20200221
25863210,1,1,1,1,1,0,0,20200227,20200327
25863234,1,1,1,1,1,0,0,20200227,20200327
25863258,1,1,1,1,1,0,0,20200227,20200327
25863245,1,1,1,1,1,0,0,20200115,20200221
25863246,1,1,1,1,1,0,0,20200227,20200327
25863263,1,1,1,1,1,0,0,20200115,20200221
25863264,1,1,1,1,1,0,0,20200227,20200327
25863269,1,1,1,1,1,0,0,20200115,20200221
25863270,1,1,1,1,1,0,0,20200227,20200327
25863275,1,1,1,1,1,0,0,20200115,20200221
25863251,1,1,1,1,1,0,0,20200115,20200221
25863252,1,1,1,1,1,0,0,20200227,20200327
25863276,1,1,1,1,1,0,0,20200227,20200327
25863293,1,1,1,1,1,0,0,20200115,20200221
25863287,1,1,1,1,1,0,0,20200115,20200221
25863288,1,1,1,1,1,0,0,20200227,20200327
25863294,1,1,1,1,1,0,0,20200227,20200327
25863299,1,1,1,1,1,0,0,20200115,20200221
25863300,1,1,1,1,1,0,0,20200227,20200327
25863305,1,1,1,1,1,0,0,20200115,20200221
25863281,1,1,1,1,1,0,0,20200115,20200221
25863282,1,1,1,1,1,0,0,20200227,20200327
25863306,1,1,1,1,1,0,0,20200227,20200327
25863317,1,1,1,1,1,0,0,20200115,20200221
25863318,1,1,1,1,1,0,0,20200227,20200327
25863323,1,1,1,1,1,0,0,20200115,20200221
25863329,1,1,1,1,1,0,0,20200115,20200221
25863330,1,1,1,1,1,0,0,20200227,20200327
25863324,1,1,1,1,1,0,0,20200227,20200327
25863335,1,1,1,1,1,0,0,20200224,20200226
25863342,1,1,1,1,1,0,0,20200224,20200226
25863370,1,1,1,1,1,0,0,20200224,20200226
25863349,1,1,1,1,1,0,0,20200224,20200226
25863356,1,1,1,1,1,0,0,20200224,20200226
25863363,1,1,1,1,1,0,0,20200224,20200226
25863377,1,1,1,1,1,0,0,20200224,20200226
25863384,1,1,1,1,1,0,0,20200224,20200226
25863391,1,1,1,1,1,0,0,20200224,20200226
25863419,1,1,1,1,1,0,0,20200224,20200226
25863398,1,1,1,1,1,0,0,20200224,20200226
25863405,1,1,1,1,1,0,0,20200224,20200226
25863412,1,1,1,1,1,0,0,20200224,20200226
25863426,1,1,1,1,1,0,0,20200224,20200226
25863454,1,1,1,1,1,0,0,20200224,20200226
25863433,1,1,1,1,1,0,0,20200224,20200226
25863440,1,1,1,1,1,0,0,20200224,20200226
25863447,1,1,1,1,1,0,0,20200224,20200226
25863461,1,1,1,1,1,0,0,20200224,20200226
25863468,1,1,1,1,1,0,0,20200224,20200226
25863475,1,1,1,1,1,0,0,20200224,20200226
25863503,1,1,1,1,1,0,0,20200224,20200226
25863482,1,1,1,1,1,0,0,20200224,20200226
25863489,1,1,1,1,1,0,0,20200224,20200226
25863496,1,1,1,1,1,0,0,20200224,20200226
25863538,1,1,1,1,1,0,0,20200224,20200226
25863510,1,1,1,1,1,0,0,20200224,20200226
25863517,1,1,1,1,1,0,0,20200224,20200226
25863524,1,1,1,1,1,0,0,20200224,20200226
25863531,1,1,1,1,1,0,0,20200224,20200226
25863545,1,1,1,1,1,0,0,20200224,20200226
25863552,1,1,1,1,1,0,0,20200224,20200226
25863559,1,1,1,1,1,0,0,20200224,20200226
25863566,1,1,1,1,1,0,0,20200224,20200226
25946656,1,1,1,1,1,0,0,20200115,20200221
25947111,0,0,0,0,0,0,0,20200115,20201231
25947113,0,0,0,0,0,0,0,20200115,20201231
25946674,0,0,0,0,0,1,0,20200118,20200404
25946749,0,0,0,0,0,1,0,20200118,20200404
25946755,0,0,0,0,0,1,0,20200118,20200404
25946818,0,0,0,0,0,0,1,20200119,20200405
25946812,0,0,0,0,0,0,1,20200119,20200405
25947017,1,1,1,1,1,0,0,20200224,20200226
25946657,1,1,1,1,1,0,0,20200227,20200327
25946524,1,1,1,1,1,0,0,20200115,20200221
25946821,1,1,1,1,1,0,0,20200224,20200226
25946828,1,1,1,1,1,0,0,20200224,20200226
25946884,1,1,1,1,1,0,0,20200224,20200226
25946905,1,1,1,1,1,0,0,20200224,20200226
25946525,1,1,1,1,1,0,0,20200227,20200327
25946530,1,1,1,1,1,0,0,20200115,20200221
25946518,1,1,1,1,1,0,0,20200115,20200221
25946542,1,1,1,1,1,0,0,20200115,20200221
25947089,0,0,0,0,0,0,0,20200115,20201231
25947092,0,0,0,0,0,0,0,20200115,20201231
25947107,0,0,0,0,0,0,0,20200115,20201231
25947101,0,0,0,0,0,0,0,20200115,20201231
25947105,0,0,0,0,0,0,0,20200115,20201231
25946734,0,0,0,0,0,1,0,20200118,20200404
25946743,0,0,0,0,0,1,0,20200118,20200404
25946692,0,0,0,0,0,1,0,20200118,20200404
25946686,0,0,0,0,0,1,0,20200118,20200404
25946707,0,0,0,0,0,1,0,20200118,20200404
25946719,0,0,0,0,0,1,0,20200118,20200404
25946728,0,0,0,0,0,1,0,20200118,20200404
25946767,0,0,0,0,0,0,1,20200119,20200405
25946919,1,1,1,1,1,0,0,20200224,20200226
25946870,1,1,1,1,1,0,0,20200224,20200226
25946898,1,1,1,1,1,0,0,20200224,20200226
25946982,1,1,1,1,1,0,0,20200224,20200226
25946835,1,1,1,1,1,0,0,20200224,20200226
25946849,1,1,1,1,1,0,0,20200224,20200226
25947003,1,1,1,1,1,0,0,20200224,20200226
25946543,1,1,1,1,1,0,0,20200227,20200327
25946519,1,1,1,1,1,0,0,20200227,20200327
25946531,1,1,1,1,1,0,0,20200227,20200327
25947109,0,0,0,0,0,0,0,20200115,20201231
25946761,0,0,0,0,0,0,1,20200119,20200405
25946626,1,1,1,1,1,0,0,20200115,20200221
25946662,1,1,1,1,1,0,0,20200115,20200221
25946668,1,1,1,1,1,0,0,20200115,20200221
25946638,1,1,1,1,1,0,0,20200115,20200221
25946650,1,1,1,1,1,0,0,20200115,20200221
25947110,0,0,0,0,0,0,0,20200115,20201231
25947108,0,0,0,0,0,0,0,20200115,20201231
25947112,0,0,0,0,0,0,0,20200115,20201231
25947106,0,0,0,0,0,0,0,20200115,20201231
25947103,0,0,0,0,0,0,0,20200115,20201231
25947094,0,0,0,0,0,0,0,20200115,20201231
25947096,0,0,0,0,0,0,0,20200115,20201231
25947091,0,0,0,0,0,0,0,20200115,20201231
25946680,0,0,0,0,0,1,0,20200118,20200404
25946746,0,0,0,0,0,1,0,20200118,20200404
25946737,0,0,0,0,0,1,0,20200118,20200404
25946752,0,0,0,0,0,1,0,20200118,20200404
25946758,0,0,0,0,0,0,1,20200119,20200405
25946764,0,0,0,0,0,0,1,20200119,20200405
25946770,0,0,0,0,0,0,1,20200119,20200405
25946776,0,0,0,0,0,0,1,20200119,20200405
25946782,0,0,0,0,0,0,1,20200119,20200405
25946788,0,0,0,0,0,0,1,20200119,20200405
25946797,0,0,0,0,0,0,1,20200119,20200405
25946803,0,0,0,0,0,0,1,20200119,20200405
25946809,0,0,0,0,0,0,1,20200119,20200405
25947010,1,1,1,1,1,0,0,20200224,20200226
25946975,1,1,1,1,1,0,0,20200224,20200226
25946996,1,1,1,1,1,0,0,20200224,20200226
25947024,1,1,1,1,1,0,0,20200224,20200226
25947031,1,1,1,1,1,0,0,20200224,20200226
25946651,1,1,1,1,1,0,0,20200227,20200327
25946639,1,1,1,1,1,0,0,20200227,20200327
25946669,1,1,1,1,1,0,0,20200227,20200327
25946663,1,1,1,1,1,0,0,20200227,20200327
25946627,1,1,1,1,1,0,0,20200227,20200327
25946632,1,1,1,1,1,0,0,20200115,20200221
25946608,1,1,1,1,1,0,0,20200115,20200221
25946584,1,1,1,1,1,0,0,20200115,20200221
25946596,1,1,1,1,1,0,0,20200115,20200221
25946548,1,1,1,1,1,0,0,20200115,20200221
25946560,1,1,1,1,1,0,0,20200115,20200221
25946572,1,1,1,1,1,0,0,20200115,20200221
25946644,1,1,1,1,1,0,0,20200115,20200221
25946620,1,1,1,1,1,0,0,20200115,20200221
25947097,0,0,0,0,0,0,0,20200115,20201231
25947093,0,0,0,0,0,0,0,20200115,20201231
25947090,0,0,0,0,0,0,0,20200115,20201231
25947104,0,0,0,0,0,0,0,20200115,20201231
25946740,0,0,0,0,0,1,0,20200118,20200404
25946713,0,0,0,0,0,1,0,20200118,20200404
25946695,0,0,0,0,0,1,0,20200118,20200404
25946856,1,1,1,1,1,0,0,20200224,20200226
25946989,1,1,1,1,1,0,0,20200224,20200226
25946940,1,1,1,1,1,0,0,20200224,20200226
25946954,1,1,1,1,1,0,0,20200224,20200226
25946877,1,1,1,1,1,0,0,20200224,20200226
25946891,1,1,1,1,1,0,0,20200224,20200226
25946912,1,1,1,1,1,0,0,20200224,20200226
25946621,1,1,1,1,1,0,0,20200227,20200327
25946645,1,1,1,1,1,0,0,20200227,20200327
25946573,1,1,1,1,1,0,0,20200227,20200327
25946561,1,1,1,1,1,0,0,20200227,20200327
25946549,1,1,1,1,1,0,0,20200227,20200327
25946597,1,1,1,1,1,0,0,20200227,20200327
25946585,1,1,1,1,1,0,0,20200227,20200327
25946609,1,1,1,1,1,0,0,20200227,20200327
25946633,1,1,1,1,1,0,0,20200227,20200327
25947099,0,0,0,0,0,0,0,20200115,20201231
25946698,0,0,0,0,0,1,0,20200118,20200404
25946710,0,0,0,0,0,1,0,20200118,20200404
25946689,0,0,0,0,0,1,0,20200118,20200404
25946725,0,0,0,0,0,1,0,20200118,20200404
25946800,0,0,0,0,0,0,1,20200119,20200405
25946926,1,1,1,1,1,0,0,20200224,20200226
25946947,1,1,1,1,1,0,0,20200224,20200226
25946968,1,1,1,1,1,0,0,20200224,20200226
25946614,1,1,1,1,1,0,0,20200115,20200221
25946590,1,1,1,1,1,0,0,20200115,20200221
25946602,1,1,1,1,1,0,0,20200115,20200221
25946554,1,1,1,1,1,0,0,20200115,20200221
25946566,1,1,1,1,1,0,0,20200115,20200221
25946578,1,1,1,1,1,0,0,20200115,20200221
25946536,1,1,1,1,1,0,0,20200115,20200221
25947100,0,0,0,0,0,0,0,20200115,20201231
25947095,0,0,0,0,0,0,0,20200115,20201231
25946683,0,0,0,0,0,1,0,20200118,20200404
25946731,0,0,0,0,0,1,0,20200118,20200404
25946716,0,0,0,0,0,1,0,20200118,20200404
25946722,0,0,0,0,0,1,0,20200118,20200404
25946701,0,0,0,0,0,1,0,20200118,20200404
25946961,1,1,1,1,1,0,0,20200224,20200226
25946933,1,1,1,1,1,0,0,20200224,20200226
25946863,1,1,1,1,1,0,0,20200224,20200226
25946842,1,1,1,1,1,0,0,20200224,20200226
25946579,1,1,1,1,1,0,0,20200227,20200327
25946567,1,1,1,1,1,0,0,20200227,20200327
25946555,1,1,1,1,1,0,0,20200227,20200327
25946603,1,1,1,1,1,0,0,20200227,20200327
25946591,1,1,1,1,1,0,0,20200227,20200327
25946615,1,1,1,1,1,0,0,20200227,20200327
25946537,1,1,1,1,1,0,0,20200227,20200327
25947098,0,0,0,0,0,0,0,20200115,20201231
25947102,0,0,0,0,0,0,0,20200115,20201231
25946677,0,0,0,0,0,1,0,20200118,20200404
25946794,0,0,0,0,0,0,1,20200119,20200405
25946785,0,0,0,0,0,0,1,20200119,20200405
25946779,0,0,0,0,0,0,1,20200119,20200405
25946773,0,0,0,0,0,0,1,20200119,20200405
25947088,0,0,0,0,0,0,0,20200115,20201231
25946704,0,0,0,0,0,1,0,20200118,20200404
25946815,0,0,0,0,0,0,1,20200119,20200405
25946791,0,0,0,0,0,0,1,20200119,20200405
25946806,0,0,0,0,0,0,1,20200119,20200405
25880366,1,1,1,1,1,0,0,20200115,20200221
25880378,1,1,1,1,1,0,0,20200115,20200221
25880644,1,1,1,1,1,0,0,20200224,20200226
25880665,1,1,1,1,1,0,0,20200224,20200226
25880379,1,1,1,1,1,0,0,20200227,20200327
25880367,1,1,1,1,1,0,0,20200227,20200327
25880372,1,1,1,1,1,0,0,20200115,20200221
25880324,1,1,1,1,1,0,0,20200115,20200221
25880336,1,1,1,1,1,0,0,20200115,20200221
25880288,1,1,1,1,1,0,0,20200115,20200221
25880300,1,1,1,1,1,0,0,20200115,20200221
25880282,1,1,1,1,1,0,0,20200115,20200221
25880348,1,1,1,1,1,0,0,20200115,20200221
25880360,1,1,1,1,1,0,0,20200115,20200221
25880735,0,0,0,0,0,0,0,20200115,20201231
25880746,0,0,0,0,0,0,0,20200115,20201231
25880399,0,0,0,0,0,1,0,20200118,20200404
25880387,0,0,0,0,0,1,0,20200118,20200404
25880408,0,0,0,0,0,1,0,20200118,20200404
25880417,0,0,0,0,0,1,0,20200118,20200404
25880423,0,0,0,0,0,1,0,20200118,20200404
25880429,0,0,0,0,0,1,0,20200118,20200404
25880435,0,0,0,0,0,1,0,20200118,20200404
25880441,0,0,0,0,0,1,0,20200118,20200404
25880474,0,0,0,0,0,0,1,20200119,20200405
25880480,0,0,0,0,0,0,1,20200119,20200405
25880492,0,0,0,0,0,0,1,20200119,20200405
25880462,0,0,0,0,0,0,1,20200119,20200405
25880468,0,0,0,0,0,0,1,20200119,20200405
25880453,0,0,0,0,0,0,1,20200119,20200405
25880447,0,0,0,0,0,0,1,20200119,20200405
25880511,1,1,1,1,1,0,0,20200224,20200226
25880525,1,1,1,1,1,0,0,20200224,20200226
25880539,1,1,1,1,1,0,0,20200224,20200226
25880567,1,1,1,1,1,0,0,20200224,20200226
25880588,1,1,1,1,1,0,0,20200224,20200226
25880602,1,1,1,1,1,0,0,20200224,20200226
25880616,1,1,1,1,1,0,0,20200224,20200226
25880658,1,1,1,1,1,0,0,20200224,20200226
25880630,1,1,1,1,1,0,0,20200224,20200226
25880361,1,1,1,1,1,0,0,20200227,20200327
25880349,1,1,1,1,1,0,0,20200227,20200327
25880283,1,1,1,1,1,0,0,20200227,20200327
25880301,1,1,1,1,1,0,0,20200227,20200327
25880289,1,1,1,1,1,0,0,20200227,20200327
